Category,scheme_name,scheme_url,scheme_pr_url
Fund of Funds,HSBC Brazil Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-brazil-fund-growth/MHS301,https://www.moneycontrol.com/mutual-funds/hsbc-brazil-fund-growth/MHS301/portfolio-overview/MHS301
Sectoral/Thematic,SBI Energy Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-energy-opportunities-fund-direct-plan-growth/MSB1925,https://www.moneycontrol.com/mutual-funds/sbi-energy-opportunities-fund-direct-plan-growth/MSB1925/portfolio-overview/MSB1925
Dividend Yield Fund,SBI Dividend Yield Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-dividend-yield-fund-direct-plan-growth/MSBA003,https://www.moneycontrol.com/mutual-funds/sbi-dividend-yield-fund-direct-plan-growth/MSBA003/portfolio-overview/MSBA003
Sectoral/Thematic,SBI Innovative Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-innovative-opportunities-fund-direct-plan-growth/MSBA050,https://www.moneycontrol.com/mutual-funds/sbi-innovative-opportunities-fund-direct-plan-growth/MSBA050/portfolio-overview/MSBA050
Sectoral/Thematic,SBI Automotive Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-automotive-opportunities-fund-direct-plan-growth/MSBA041,https://www.moneycontrol.com/mutual-funds/sbi-automotive-opportunities-fund-direct-plan-growth/MSBA041/portfolio-overview/MSBA041
Sectoral/Thematic,SBI Quant Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-quant-fund-direct-plan-growth/MSBA073,https://www.moneycontrol.com/mutual-funds/sbi-quant-fund-direct-plan-growth/MSBA073/portfolio-overview/MSBA073
Long Duration Fund,SBI Long Duration Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-long-duration-fund-direct-plan-growth/MSB1903,https://www.moneycontrol.com/mutual-funds/sbi-long-duration-fund-direct-plan-growth/MSB1903/portfolio-overview/MSB1903
Multi Asset Allocation,ICICI Prudential Multi-Asset Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-multi-asset-fund-growth/MPI038,https://www.moneycontrol.com/mutual-funds/icici-prudential-multi-asset-fund-growth/MPI038/portfolio-overview/MPI038
Sectoral/Thematic,ICICI Prudential Energy Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-energy-opportunities-fund-direct-plan-growth/MPIA033,https://www.moneycontrol.com/mutual-funds/icici-prudential-energy-opportunities-fund-direct-plan-growth/MPIA033/portfolio-overview/MPIA033
Sectoral/Thematic,ICICI Prudential Innovation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-innovation-fund-direct-plan-growth/MPIA016,https://www.moneycontrol.com/mutual-funds/icici-prudential-innovation-fund-direct-plan-growth/MPIA016/portfolio-overview/MPIA016
Sectoral/Thematic,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-minimum-variance-fund-direct-plan-growth/MPIA060,https://www.moneycontrol.com/mutual-funds/icici-prudential-equity-minimum-variance-fund-direct-plan-growth/MPIA060/portfolio-overview/MPIA060
Sectoral/Thematic,ICICI Prudential Transportation And Logistics Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-transportation-and-logistics-fund-direct-plan-growth/MPI4627,https://www.moneycontrol.com/mutual-funds/icici-prudential-transportation-and-logistics-fund-direct-plan-growth/MPI4627/portfolio-overview/MPI4627
Sectoral/Thematic,ICICI Prudential PSU Equity Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-psu-equity-fund-direct-plan-growth/MPI4607,https://www.moneycontrol.com/mutual-funds/icici-prudential-psu-equity-fund-direct-plan-growth/MPI4607/portfolio-overview/MPI4607
Sectoral/Thematic,ICICI Prudential Quality Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-quality-fund-direct-plan-growth/MPIA086,https://www.moneycontrol.com/mutual-funds/icici-prudential-quality-fund-direct-plan-growth/MPIA086/portfolio-overview/MPIA086
Sectoral/Thematic,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-rural-opportunities-fund-direct-plan-growth/MPIA068,https://www.moneycontrol.com/mutual-funds/icici-prudential-rural-opportunities-fund-direct-plan-growth/MPIA068/portfolio-overview/MPIA068
Arbitrage Fund,HDFC Arbitrage Fund - Retail - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-arbitrage-fund-retail-growth/MHD225,https://www.moneycontrol.com/mutual-funds/hdfc-arbitrage-fund-retail-growth/MHD225/portfolio-overview/MHD225
Sectoral/Thematic,HDFC Manufacturing Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-manufacturing-fund-direct-plan-growth/MHDA057,https://www.moneycontrol.com/mutual-funds/hdfc-manufacturing-fund-direct-plan-growth/MHDA057/portfolio-overview/MHDA057
Sectoral/Thematic,HDFC Defence Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-defence-fund-direct-plan-growth/MHDA033,https://www.moneycontrol.com/mutual-funds/hdfc-defence-fund-direct-plan-growth/MHDA033/portfolio-overview/MHDA033
Sectoral/Thematic,HDFC Business Cycle Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-business-cycle-fund-direct-plan-growth/MHD3543,https://www.moneycontrol.com/mutual-funds/hdfc-business-cycle-fund-direct-plan-growth/MHD3543/portfolio-overview/MHD3543
Sectoral/Thematic,HDFC Pharma and Healthcare Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-pharma-and-healthcare-fund-direct-plan-growth/MHDA052,https://www.moneycontrol.com/mutual-funds/hdfc-pharma-and-healthcare-fund-direct-plan-growth/MHDA052/portfolio-overview/MHDA052
Sectoral/Thematic,HDFC Technology Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-technology-fund-direct-plan-growth/MHDA048,https://www.moneycontrol.com/mutual-funds/hdfc-technology-fund-direct-plan-growth/MHDA048/portfolio-overview/MHDA048
Sectoral/Thematic,HDFC Transportation and Logistics Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-transportation-and-logistics-fund-direct-plan-growth/MHDA043,https://www.moneycontrol.com/mutual-funds/hdfc-transportation-and-logistics-fund-direct-plan-growth/MHDA043/portfolio-overview/MHDA043
Sectoral/Thematic,HDFC Non-Cyclical Consumer Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-non-cyclical-consumer-fund-direct-plan-growth/MHDA037,https://www.moneycontrol.com/mutual-funds/hdfc-non-cyclical-consumer-fund-direct-plan-growth/MHDA037/portfolio-overview/MHDA037
Sectoral/Thematic,HDFC MNC Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-mnc-fund-direct-plan-growth/MHDA005,https://www.moneycontrol.com/mutual-funds/hdfc-mnc-fund-direct-plan-growth/MHDA005/portfolio-overview/MHDA005
Fixed Maturity Plans - Debt,HDFC FMP 2638D February 2023 (47) - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-fmp-2638d-february-2023-(47)-direct-plan-growth/MHDA012,https://www.moneycontrol.com/mutual-funds/hdfc-fmp-2638d-february-2023-(47)-direct-plan-growth/MHDA012/portfolio-overview/MHDA012
Fixed Maturity Plans - Debt,HDFC FMP 2638D February 2023 (47) - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-fmp-2638d-february-2023-(47)-growth/MHDA009,https://www.moneycontrol.com/mutual-funds/hdfc-fmp-2638d-february-2023-(47)-growth/MHDA009/portfolio-overview/MHDA009
Fixed Maturity Plans - Debt,HDFC FMP 1269D March 2023 (47) - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-fmp-1269d-march-2023-(47)-growth/MHDA017,https://www.moneycontrol.com/mutual-funds/hdfc-fmp-1269d-march-2023-(47)-growth/MHDA017/portfolio-overview/MHDA017
Fixed Maturity Plans - Debt,HDFC FMP 1269D March 2023 (47) - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-fmp-1269d-march-2023-(47)-direct-plan-growth/MHDA020,https://www.moneycontrol.com/mutual-funds/hdfc-fmp-1269d-march-2023-(47)-direct-plan-growth/MHDA020/portfolio-overview/MHDA020
Multi Asset Allocation,Nippon India Multi Asset Allocation Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-multi-asset-allocation-fund-growth/MRC2856,https://www.moneycontrol.com/mutual-funds/nippon-india-multi-asset-allocation-fund-growth/MRC2856/portfolio-overview/MRC2856
Sectoral/Thematic,Nippon India Innovation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-innovation-fund-direct-plan-growth/MRCA027,https://www.moneycontrol.com/mutual-funds/nippon-india-innovation-fund-direct-plan-growth/MRCA027/portfolio-overview/MRCA027
Sectoral/Thematic,Nippon India US Equity Opportunities Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-us-equity-opportunities-fund-growth/MRC1900,https://www.moneycontrol.com/mutual-funds/nippon-india-us-equity-opportunities-fund-growth/MRC1900/portfolio-overview/MRC1900
Sectoral/Thematic,Nippon India Japan Equity Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-japan-equity-fund-growth/MRC1650,https://www.moneycontrol.com/mutual-funds/nippon-india-japan-equity-fund-growth/MRC1650/portfolio-overview/MRC1650
Fixed Maturity Plans - Debt,Nippon India Fixed Maturity Plan - XLV - Series 5 - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-fixed-maturity-plan-xlv-series-5-growth/MRCA098,https://www.moneycontrol.com/mutual-funds/nippon-india-fixed-maturity-plan-xlv-series-5-growth/MRCA098/portfolio-overview/MRCA098
Fixed Maturity Plans - Debt,Nippon India Fixed Maturity Plan - XLV - Series 5 - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-fixed-maturity-plan-xlv-series-5-direct-plan-growth/MRCA100,https://www.moneycontrol.com/mutual-funds/nippon-india-fixed-maturity-plan-xlv-series-5-direct-plan-growth/MRCA100/portfolio-overview/MRCA100
Sectoral/Thematic,Nippon India Active Momentum Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-active-momentum-fund-direct-plan-growth/MRCA127,https://www.moneycontrol.com/mutual-funds/nippon-india-active-momentum-fund-direct-plan-growth/MRCA127/portfolio-overview/MRCA127
Sectoral/Thematic,Nippon India Quant Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-quant-fund-growth/MRC346,https://www.moneycontrol.com/mutual-funds/nippon-india-quant-fund-growth/MRC346/portfolio-overview/MRC346
Multi Asset Allocation,Kotak Multi Asset Allocation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-multi-asset-allocation-fund-direct-plan-growth/MKMA061,https://www.moneycontrol.com/mutual-funds/kotak-multi-asset-allocation-fund-direct-plan-growth/MKMA061/portfolio-overview/MKMA061
Sectoral/Thematic,Kotak Business Cycle Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-business-cycle-fund-direct-plan-growth/MKM1446,https://www.moneycontrol.com/mutual-funds/kotak-business-cycle-fund-direct-plan-growth/MKM1446/portfolio-overview/MKM1446
Sectoral/Thematic,Kotak Special Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-special-opportunities-fund-direct-plan-growth/MKMA104,https://www.moneycontrol.com/mutual-funds/kotak-special-opportunities-fund-direct-plan-growth/MKMA104/portfolio-overview/MKMA104
Sectoral/Thematic,Kotak Consumption Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-consumption-fund-direct-plan-growth/MKMA069,https://www.moneycontrol.com/mutual-funds/kotak-consumption-fund-direct-plan-growth/MKMA069/portfolio-overview/MKMA069
Sectoral/Thematic,Kotak Banking & Financial Services Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-banking-financial-services-fund-direct-plan-growth/MKMA003,https://www.moneycontrol.com/mutual-funds/kotak-banking-financial-services-fund-direct-plan-growth/MKMA003/portfolio-overview/MKMA003
Sectoral/Thematic,Kotak Quant Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-quant-fund-direct-plan-growth/MKMA049,https://www.moneycontrol.com/mutual-funds/kotak-quant-fund-direct-plan-growth/MKMA049/portfolio-overview/MKMA049
Sectoral/Thematic,Kotak Technology Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-technology-fund-direct-plan-growth/MKM1513,https://www.moneycontrol.com/mutual-funds/kotak-technology-fund-direct-plan-growth/MKM1513/portfolio-overview/MKM1513
Sectoral/Thematic,Kotak Healthcare Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-healthcare-fund-direct-plan-growth/MKMA081,https://www.moneycontrol.com/mutual-funds/kotak-healthcare-fund-direct-plan-growth/MKMA081/portfolio-overview/MKMA081
Sectoral/Thematic,Kotak Transportation & Logistics Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-transportation-logistics-fund-direct-plan-growth/MKMA149,https://www.moneycontrol.com/mutual-funds/kotak-transportation-logistics-fund-direct-plan-growth/MKMA149/portfolio-overview/MKMA149
Fixed Maturity Plans - Debt,Kotak FMP Series 300 - (1223D) - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-fmp-series-300-(1223d)-direct-plan-growth/MKMA129,https://www.moneycontrol.com/mutual-funds/kotak-fmp-series-300-(1223d)-direct-plan-growth/MKMA129/portfolio-overview/MKMA129
Sectoral/Thematic,Kotak Energy Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-energy-opportunities-fund-direct-plan-growth/MKMA189,https://www.moneycontrol.com/mutual-funds/kotak-energy-opportunities-fund-direct-plan-growth/MKMA189/portfolio-overview/MKMA189
Long Duration Fund,Kotak Long Duration Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-long-duration-fund-direct-plan-growth/MKM1516,https://www.moneycontrol.com/mutual-funds/kotak-long-duration-fund-direct-plan-growth/MKM1516/portfolio-overview/MKM1516
Fixed Maturity Plans - Debt,Kotak FMP Series 310 - (1131D) - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-fmp-series-310-(1131d)-direct-plan-growth/MKMA029,https://www.moneycontrol.com/mutual-funds/kotak-fmp-series-310-(1131d)-direct-plan-growth/MKMA029/portfolio-overview/MKMA029
Fixed Maturity Plans - Debt,Kotak FMP Series 304 - (3119D) - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-fmp-series-304-(3119d)-direct-plan-growth/MKM1491,https://www.moneycontrol.com/mutual-funds/kotak-fmp-series-304-(3119d)-direct-plan-growth/MKM1491/portfolio-overview/MKM1491
Fixed Maturity Plans - Debt,Kotak FMP Series 308 - (1125D) - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-fmp-series-308-(1125d)-direct-plan-growth/MKMA020,https://www.moneycontrol.com/mutual-funds/kotak-fmp-series-308-(1125d)-direct-plan-growth/MKMA020/portfolio-overview/MKMA020
Ultra Short Duration Fund,Aditya Birla Sun Life Savings Fund - Retail - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-savings-fund-retail-growth/MBS024,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-savings-fund-retail-growth/MBS024/portfolio-overview/MBS024
Multi Asset Allocation,Aditya Birla Sun Life Multi Asset Allocation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth/MBS3315,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth/MBS3315/portfolio-overview/MBS3315
Sectoral/Thematic,Aditya Birla Sun Life Quant Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-quant-fund-direct-plan-growth/MBSA078,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-quant-fund-direct-plan-growth/MBSA078/portfolio-overview/MBSA078
Sectoral/Thematic,Aditya Birla Sun Life Conglomerate Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-conglomerate-fund-direct-plan-growth/MBSA112,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-conglomerate-fund-direct-plan-growth/MBSA112/portfolio-overview/MBSA112
Sectoral/Thematic,Aditya Birla Sun Life Transportation and Logistics Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-transportation-and-logistics-fund-direct-plan-growth/MBSA047,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-transportation-and-logistics-fund-direct-plan-growth/MBSA047/portfolio-overview/MBSA047
Long Duration Fund,Aditya Birla Sun Life Long Duration Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-long-duration-fund-direct-plan-growth/MBS3244,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-long-duration-fund-direct-plan-growth/MBS3244/portfolio-overview/MBS3244
Sectoral/Thematic,Axis India Manufacturing Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-india-manufacturing-fund-direct-plan-growth/MAAA042,https://www.moneycontrol.com/mutual-funds/axis-india-manufacturing-fund-direct-plan-growth/MAAA042/portfolio-overview/MAAA042
Sectoral/Thematic,Axis Consumption Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-consumption-fund-direct-plan-growth/MAAA109,https://www.moneycontrol.com/mutual-funds/axis-consumption-fund-direct-plan-growth/MAAA109/portfolio-overview/MAAA109
Sectoral/Thematic,Axis Business Cycles Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-business-cycles-fund-direct-plan-growth/MAAA004,https://www.moneycontrol.com/mutual-funds/axis-business-cycles-fund-direct-plan-growth/MAAA004/portfolio-overview/MAAA004
Multi Asset Allocation,Axis Multi Asset Allocation Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-multi-asset-allocation-fund-growth/MAA091,https://www.moneycontrol.com/mutual-funds/axis-multi-asset-allocation-fund-growth/MAA091/portfolio-overview/MAA091
Sectoral/Thematic,Axis Momentum Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-momentum-fund-direct-plan-growth/MAAA123,https://www.moneycontrol.com/mutual-funds/axis-momentum-fund-direct-plan-growth/MAAA123/portfolio-overview/MAAA123
Long Duration Fund,Axis Long Duration Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-long-duration-fund-direct-plan-growth/MAA1010,https://www.moneycontrol.com/mutual-funds/axis-long-duration-fund-direct-plan-growth/MAA1010/portfolio-overview/MAA1010
Index Funds/ETFs,UTI Gold Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/uti-gold-exchange-traded-fund/MUT113,https://www.moneycontrol.com/mutual-funds/uti-gold-exchange-traded-fund/MUT113/portfolio-overview/MUT113
Sectoral/Thematic,UTI Quant Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-quant-fund-direct-plan-growth/MUTA090,https://www.moneycontrol.com/mutual-funds/uti-quant-fund-direct-plan-growth/MUTA090/portfolio-overview/MUTA090
Multi Cap Fund,UTI Multi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-multi-cap-fund-direct-plan-growth/MUTA098,https://www.moneycontrol.com/mutual-funds/uti-multi-cap-fund-direct-plan-growth/MUTA098/portfolio-overview/MUTA098
Sectoral/Thematic,UTI Innovation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-innovation-fund-direct-plan-growth/MUTA033,https://www.moneycontrol.com/mutual-funds/uti-innovation-fund-direct-plan-growth/MUTA033/portfolio-overview/MUTA033
Fixed Maturity Plans - Debt,UTI Fixed Term Income Fund - Series XXXV - Plan I - (1260 Days) - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-fixed-term-income-fund-series-xxxv-plan-i-(1260-days)-growth/MUT3669,https://www.moneycontrol.com/mutual-funds/uti-fixed-term-income-fund-series-xxxv-plan-i-(1260-days)-growth/MUT3669/portfolio-overview/MUT3669
Fixed Maturity Plans - Debt,UTI Fixed Term Income Fund - Series XXXV - Plan I - (1260 Days) - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-fixed-term-income-fund-series-xxxv-plan-i-(1260-days)-direct-plan-growth/MUT3674,https://www.moneycontrol.com/mutual-funds/uti-fixed-term-income-fund-series-xxxv-plan-i-(1260-days)-direct-plan-growth/MUT3674/portfolio-overview/MUT3674
Index Funds/ETFs,UTI Silver Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/uti-silver-exchange-traded-fund/MUTA018,https://www.moneycontrol.com/mutual-funds/uti-silver-exchange-traded-fund/MUTA018/portfolio-overview/MUTA018
Fixed Maturity Plans - Debt,UTI Fixed Term Income Fund - Series XXXV - Plan II - (1223 Days) - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-fixed-term-income-fund-series-xxxv-plan-ii-(1223-days)-direct-plan-growth/MUT3684,https://www.moneycontrol.com/mutual-funds/uti-fixed-term-income-fund-series-xxxv-plan-ii-(1223-days)-direct-plan-growth/MUT3684/portfolio-overview/MUT3684
Fixed Maturity Plans - Debt,UTI Fixed Term Income Fund - Series XXXV - Plan II - (1223 Days) - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-fixed-term-income-fund-series-xxxv-plan-ii-(1223-days)-growth/MUT3679,https://www.moneycontrol.com/mutual-funds/uti-fixed-term-income-fund-series-xxxv-plan-ii-(1223-days)-growth/MUT3679/portfolio-overview/MUT3679
Gilt Fund,UTI Gilt Fund with 10 year Constant Duration - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-gilt-fund-with-10-year-constant-duration-direct-plan-growth/MUT3662,https://www.moneycontrol.com/mutual-funds/uti-gilt-fund-with-10-year-constant-duration-direct-plan-growth/MUT3662/portfolio-overview/MUT3662
Long Duration Fund,UTI Long Duration Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-long-duration-fund-direct-plan-growth/MUTA014,https://www.moneycontrol.com/mutual-funds/uti-long-duration-fund-direct-plan-growth/MUTA014/portfolio-overview/MUTA014
Multi Cap Fund,Mirae Asset Multicap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-multicap-fund-direct-plan-growth/MMAA027,https://www.moneycontrol.com/mutual-funds/mirae-asset-multicap-fund-direct-plan-growth/MMAA027/portfolio-overview/MMAA027
Flexi Cap Fund,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-flexi-cap-fund-direct-plan-growth/MMAA004,https://www.moneycontrol.com/mutual-funds/mirae-asset-flexi-cap-fund-direct-plan-growth/MMAA004/portfolio-overview/MMAA004
Multi Asset Allocation,Mirae Asset Multi Asset Allocation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-multi-asset-allocation-fund-direct-plan-growth/MMAA035,https://www.moneycontrol.com/mutual-funds/mirae-asset-multi-asset-allocation-fund-direct-plan-growth/MMAA035/portfolio-overview/MMAA035
Small Cap Fund,Mirae Asset Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-small-cap-fund-direct-plan-growth/MMAA088,https://www.moneycontrol.com/mutual-funds/mirae-asset-small-cap-fund-direct-plan-growth/MMAA088/portfolio-overview/MMAA088
Long Duration Fund,Mirae Asset Long Duration Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-long-duration-fund-direct-plan-growth/MMAA079,https://www.moneycontrol.com/mutual-funds/mirae-asset-long-duration-fund-direct-plan-growth/MMAA079/portfolio-overview/MMAA079
Multi Asset Allocation,Tata Multi Asset Allocation Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-multi-asset-allocation-fund-growth/MTA1367,https://www.moneycontrol.com/mutual-funds/tata-multi-asset-allocation-fund-growth/MTA1367/portfolio-overview/MTA1367
Multi Cap Fund,Tata Multicap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-multicap-fund-direct-plan-growth/MTA1420,https://www.moneycontrol.com/mutual-funds/tata-multicap-fund-direct-plan-growth/MTA1420/portfolio-overview/MTA1420
Sectoral/Thematic,Tata India Innovation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-india-innovation-fund-direct-plan-growth/MTAA140,https://www.moneycontrol.com/mutual-funds/tata-india-innovation-fund-direct-plan-growth/MTAA140/portfolio-overview/MTAA140
Index Funds/ETFs,Tata Gold Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/tata-gold-exchange-traded-fund/MTAA004,https://www.moneycontrol.com/mutual-funds/tata-gold-exchange-traded-fund/MTAA004/portfolio-overview/MTAA004
Sectoral/Thematic,Tata Housing Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-housing-opportunities-fund-direct-plan-growth/MTA1396,https://www.moneycontrol.com/mutual-funds/tata-housing-opportunities-fund-direct-plan-growth/MTA1396/portfolio-overview/MTA1396
Index Funds/ETFs,Tata Silver Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/tata-silver-exchange-traded-fund/MTAA001,https://www.moneycontrol.com/mutual-funds/tata-silver-exchange-traded-fund/MTAA001/portfolio-overview/MTAA001
Multi Cap Fund,Edelweiss Multi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-multi-cap-fund-direct-plan-growth/MEWA007,https://www.moneycontrol.com/mutual-funds/edelweiss-multi-cap-fund-direct-plan-growth/MEWA007/portfolio-overview/MEWA007
Sectoral/Thematic,Edelweiss Business Cycle Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-business-cycle-fund-direct-plan-growth/MEWA017,https://www.moneycontrol.com/mutual-funds/edelweiss-business-cycle-fund-direct-plan-growth/MEWA017/portfolio-overview/MEWA017
Focused Fund,Edelweiss Focused Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-focused-fund-direct-plan-growth/MJP431,https://www.moneycontrol.com/mutual-funds/edelweiss-focused-fund-direct-plan-growth/MJP431/portfolio-overview/MJP431
Sectoral/Thematic,Edelweiss Technology Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-technology-fund-direct-plan-growth/MEW472,https://www.moneycontrol.com/mutual-funds/edelweiss-technology-fund-direct-plan-growth/MEW472/portfolio-overview/MEW472
Sectoral/Thematic,Edelweiss Consumption Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-consumption-fund-direct-plan-growth/MEWA046,https://www.moneycontrol.com/mutual-funds/edelweiss-consumption-fund-direct-plan-growth/MEWA046/portfolio-overview/MEWA046
